日付,コード,和名,タイトル,区分,ランク,枚数,前日終,始値,高値,安値,現在値,出来高,高値,終値,始値,300,合計,リアル,,もうすぐストップ高TEST,,もうすぐストップ高,合計,1,2160,ジーエヌアイグループ,東マ,制度,医薬品,42804,15:00:00,715,86,,,,,,銘柄,,,自社株買い,逆日歩,信用倍率,時価総額,決算月,,2017/3/11,20AVG出来高,20AVG出来高指数300以上OK,配当利回り（実績),,,,,,,,,,,,,,,,,,,,,,,,,,,,決算期,会計方式,決算発表日,決算月数,売上高,営業利益,経常利益,当期利益,EPS（一株当たり利益）,調整一株当たり利益,BPS（一株当たり純資産）,総資産,自己資本,資本金,有利子負債,自己資本比率,ROA（総資産利益率）,ROE（自己資本利益率）,総資産経常利益率,各項目の意味についてはこちらをご覧下さい。,決算期,会計方式,決算発表日,決算月数,売上高,営業利益,経常利益,当期利益,EPS（一株当たり利益）,調整一株当たり利益,BPS（一株当たり純資産）,総資産,自己資本,資本金,有利子負債,自己資本比率,ROA（総資産利益率）,ROE（自己資本利益率）,総資産経常利益率,外国人株比率   ,輸出比率   ,総数,,,,,変動率3ヶ月,半年,１年,２年,,<浮動株>,,<特定株>,営業CF,投資CF,財務CF,現金等,営業CF前期,投資CF前期,財務CF前期,現金等前期,,,,,,,,
2017/8/4,7874,レック,もうすぐストップ高TEST,2,6,200,2855,3020,3250,3015,3120,652799,3250,3120,3155,"5,309","1,078,514",,"261,100","5,309","203,914",,"613,500",6,"7,874",化学工業,0,"3,160",11,"206,500","2,355.0～3,355.0",61,38,化学,100,,.t&,東証1部,,,,,,20,"45,550",3,2017/4/1 10:00,2228,110145,262.916115,0.96,2675,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42503,12か月,33911,818,687,598,68.01,---,2567.92,33901,22597,5491,6457,0.667,0.018,0.0264,0.0206,,2015年3月期,日本方式,42138,12か月,29315,222,939,254,28.9,---,2574.29,32642,22651,5491,5545,0.694,0.0079,0.0113,0.0293,,,19082670,,0.431174089,,,0.441977377,0.888170653,0.911076844,0.911621967,0.099,0.268,0.028,0.428,3085,-2548,339,6501,788,-2310,3835,5570,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/1/1,2017/1/22 18:08
2017/8/4,4241,（株）アテクト,もうすぐストップ高,2,3,300,1557,1560,1940,1560,1800,36300,1957,1957,2030,"68,700","1,147,214",,"261,100",,"203,914","68,700","682,200",3,"4,241",化学工業,0,"1,800",16,"20,400","1,157.0～1,957.0",61,85,化学,100,,.t&,JASDAQスタンダード,,,,,,0,"4,254",3,2017/4/1 11:45,975,12645,12.46797,1.01,793,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42501,12か月,2473,235,140,75,18.27,17.63,330.09,3780,1395,737,1782,0.369,0.0198,0.0548,0.037,,2015年3月期,日本方式,42136,12か月,2361,206,249,125,31.02,30.09,327.8,3779,1341,729,1804,0.355,0.0343,0.0988,0.0683,,,4314800,,0,,,0.177484787,0.850847458,0.708439898,0.377708978,0.02,0.167,0,0.679,449,147,-279,1090,262,-129,-478,732,0.338746662,0.620447399,0.613035939,0.494387698,0.443532093,748,2017/2/1,2017/2/19 18:03
2017/8/7,9902,日伝,もうすぐストップ高TEST,1,3,100,4020,4370,4645,4370,4460,66252,4645,4570,4620,"17,637","1,164,851",,"261,100","17,637","221,551",,"682,200",3,"9,902",商社,0,"4,530",13,"14,600","3,320.0～4,720.0",73,16,卸売業,100,,.t&,東証1部,,,,,0,0,"53,409",3,2017/4/1 8:57,3375,8530,28.5755,1.94,2949,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,2016/5/9,12か月,101508,5066,5222,3555,226.33,---,4058.54,79878,63726,5368,11,0.798,0.0445,0.0558,0.0654,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,15943000,,0.14893617,,,0.176119403,0.698492462,0.737991266,0.804560261,0.027,0.093,0.009,0.448,2789,-408,-903,25480,2021,-146,-644,23931,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/2/1,2017/2/26 18:06
2017/8/7,4848,（株）フルキャストホールディングス,もうすぐストップ高,1,4,300,1422,1524,1633,1522,1631,937646,1670,1650,1652,"6,000","1,170,851",,"261,100",,"221,551","6,000","688,200",4,"4,848",サービス業,0,"1,620",14,"592,000","1,122.0～1,722.0",66,37,サービス業,100,,.t&,東証1部,,,,,0,3,"42,104",12,2017/4/1 11:25,1090,129660,141.84804,2.19,930,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年12月期,日本方式,2017/2/10,12か月,25340,2882,3001,2529,65.92,---,239.98,13272,9201,2780,1085,0.693,0.2032,0.3023,0.2411,,2015年12月期,日本方式,2016/2/12,12か月,22618,2297,2168,1765,45.85,---,195.65,11622,7530,2780,1000,0.648,0.1592,0.2485,0.1956,,,38486400,,0.397260274,,,0.250457038,0.833836858,0.888888889,0.922316384,0.037,0.121,0.017,0.637,509,101,― ,4763,2475,-189,-1461,4152,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/3/1,2017/3/5 17:58
2017/8/7,2480,システム・ロケーション,もうすぐストップ高,2,5,400,972,1061,1074,1061,1070,2343,1082,1042,1042,"-11,500","1,159,351",,"261,100",,"221,551","-11,500","676,700",5,"2,480",サービス業,0,"1,070",10,"2,200","822.0～1,122.0",65,29,サービス業,100,,.t&,JASDAQスタンダード,,,,,,0,"2,674",3,2017/4/1 12:37,749,1635,1.224615,2.27,555,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,2016/5/6,12か月,1032,242,281,181,51.43,---,501.04,2312,1767,191,---,0.764,0.0734,0.1058,0.114,,2015年3月期,日本方式,2015/5/1,12か月,1100,287,325,203,57.7,---,468.94,2618,1654,191,---,0.632,0.0849,0.1298,0.1359,,,3570000,,0.13559322,,,0.364485981,0.752186589,0.757142857,0.21597392,0,0.057,0,0.919,268,-85,-35,897,217,-115,-35,749,0.338746662,0.620447399,0.613035939,0.494387698,0.443532093,748,2017/2/1,2017/2/12 18:04
2017/8/7,5331,ノリタケカンパニーリミテド,もうすぐストップ高,1,6,0,4260,4530,4825,4515,4815,306726,4845,4830,4800,-300,"1,159,051",,"261,100",,"221,551",-300,"676,400",6,"5,331",窯業,0,"4,715",11,"66,200","3,560.0～4,960.0",65,26,,,,.t&,,,,,,0,1,"45,168",,2017/4/1 11:17,3010,12735,36.307485,2.1,2365,,,,,,,,,,,,,,,,,,,,,,,,,,2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15842849,,0.888268156,,,0.15573483,0.797783934,0.799174691,0.624731183,0.09,0.27,0.019,0.384,4234,-7258,-2377,8778,3338,-4126,-1033,13812,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/3/1,2017/3/5 18:01
2017/8/7,6140,旭ダイヤモンド工業,もうすぐストップ高,1,7,500,847,932,964,926,952,955647,964,937,935,"-8,800","1,150,251",,"261,100",,"221,551","-8,800","667,600",7,"6,140",機械,0,942,11,"995,700",697.0～997.0,63,30,機械,100,,.t&,東証1部,,1,,,0,1,"45,451",3,2017/4/1 10:59,816,269740,220.10784,1.72,881,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,2016/5/12,12か月,45459,4750,5092,3338,58.26,---,983.14,71139,55742,4102,746,0.784,0.0459,0.0589,0.07,,2015年3月期,日本方式,2015/5/13,12か月,45550,5136,5991,3584,62.13,---,997.28,74394,57543,4102,1098,0.773,0.0498,0.0642,0.0832,,,55700000,,0.017094017,0,2015/5/29,0.160539216,0.415178571,0.210884354,0.112048193,0.328,0.168,0.03,0.291,7516,-2610,-3324,12119,7163,-5610,-1553,10089,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/3/1,2017/3/12 18:03
2017/8/7,4625,アトミクス,もうすぐストップ高TEST,2,8,300,1345,1800,1887,1634,1646,894834,1887,1480,1420,"-68,951","1,081,300",,"261,100","-68,951","152,600",,"667,600",8,"4,625",化学工業,0,"1,722",28,"488,500","1,045.0～1,945.0",63,84,化学,100,,.t&,JASDAQスタンダード,,,,,,0,"4,070",3,2017/4/1 11:34,542,2380,1.33756,2.67,516,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,2016/5/13,12か月,11363,380,361,-42,-6.87,---,1376.04,14226,8590,1040,1092,0.604,-0.0029,-0.0048,0.0252,,2015年3月期,日本方式,2015/5/14,12か月,11142,287,352,219,35.16,---,1407.2,14413,8783,1040,1238,0.609,0.0153,0.0253,0.0246,,,7242000,,0.068965517,,,0.117437722,0.802816901,0.872727273,0.9,0,0.045,0,0.778,704,-34,-266,2614,-231,-34,-303,2196,0.338746662,0.620447399,0.613035939,0.494387698,0.443532093,748,2017/3/1,2017/3/5 17:56
2017/8/7,5302,日本カーボン,もうすぐストップ高TEST,1,9,0,3480,3760,3970,3760,3815,1447516,3990,3985,3955,"18,049","1,099,348",,"261,100","18,049","170,648",,"667,600",9,"5,302",窯業,0,"3,910",12,"368,500","2,780.0～4,180.0",61,42,,,,.t&,,,3,,,,2,"39,521",,2017/4/1 11:17,313,2867150,957.6281,1.5,217,,,,,,,,,,,,,,,,,,,,,,,,,,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118325045,,0.510638298,2,2015/4/22,0.401197605,0.883597884,0.89,0.605442177,0.099,0.457,0.02,0.256,2624,-899,-2236,5914,852,-2593,-2213,6422,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/3/1,2017/3/5 18:01
2017/8/7,2588,（株）ウォーターダイレクト,もうすぐストップ高,2,9,500,850,910,995,905,945,305438,995,880,820,"-62,800","1,036,548",,"261,100",,"170,648","-62,800","604,800",9,"2,588",食品,0,944,11,"316,500","700.0～1,000.0",63,63,食料品,100,,.t&,東証2部,,,,,,0,"15,877",3,2017/4/1 12:35,570,5260,3.15074,0,488,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42503,12か月,13056,35,-23,5,0.62,0.62,276.64,7842,2297,1254,3443,0.293,0.0006,0.0022,-0.0028,,2015年3月期,日本方式,42139,12か月,10051,159,130,27,3.32,3.3,270.33,8330,2198,1207,4090,0.264,0.0032,0.0123,0.0156,,,26505932,,0.013333333,,,0.307178631,0.738461538,0.738461538,0.775330396,0.008,0.189,0.17,0.635,679,-908,898,1509,624,-617,81,833,0.257523753,0.668365253,0.664973116,0.540942723,0.458060338,526,2017/2/1,2017/2/12 18:05
2017/8/7,1828,田辺工業,もうすぐストップ高TEST,2,10,500,825,920,935,905,914,211632,935,910,921,"3,529","1,040,078",,"261,100","3,529","174,178",,"604,800",10,"1,828",建設,0,918,11,"230,700",675.0～975.0,62,23,建設業,100,,.t&,東証2部,,,,,,0,"7,499",3,2017/4/1 13:00,656,21790,15.23121,1.43,752,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,2016/5/13,12か月,28885,1575,1586,971,181.59,---,2162.56,22798,11571,885,1935,0.508,0.0436,0.0859,0.0712,,2015年3月期,日本方式,2015/5/15,12か月,27024,1071,1084,413,77.2,---,2061.56,21738,11030,885,2263,0.507,0.0194,0.0386,0.0509,,,10728000,,0,,,0.515736767,0.752783964,0.767539267,0.767539267,0.005,0.164,0.02,0.516,2723,-649,-640,3836,-441,-350,-38,2215,0.257523753,0.668365253,0.664973116,0.540942723,0.458060338,526,2017/2/1,2017/2/5 18:05
2017/8/7,6626,ＳＥＭＩＴＥＣ,もうすぐストップ高TEST,2,11,200,2650,2798,2961,2770,2939,58919,3095,2831,2923,"-3,022","1,037,056",,"261,100","-3,022","171,156",,"604,800",11,"6,626",電気機器,0,"2,957",12,"20,400","2,150.0～3,150.0",61,50,電気機器,100,,.t&,JASDAQスタンダード,,,,,,0,"5,318",3,2017/4/1 10:42,1842,4570,8.58246,1.06,1267,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,2016/5/13,12か月,13187,654,666,330,116.58,---,2647.01,12045,7495,762,2049,0.622,0.0265,0.0429,0.0535,,2015年3月期,日本方式,2015/5/13,12か月,13054,689,1028,782,276.49,276.34,2784.38,12868,7885,762,2184,0.613,0.0642,0.1095,0.0844,,,2831900,,0.436619718,,,0.401490948,0.912599319,0.920536636,0.548923077,0.004,0.125,0,0.751,241,-773,372,2554,-568,-503,1063,2526,0.338746662,0.620447399,0.613035939,0.494387698,0.443532093,748,2017/3/1,2017/3/12 18:08
2017/8/7,2602,日清オイリオグループ,もうすぐストップ高TEST,1,12,1000,678,698,752,697,737,1108333,752,744,742,"3,092","1,040,148",,"261,100","3,092","174,248",,"604,800",12,"2,602",食品,0,739,9,"1,488,000",578.0～778.0,61,21,食料品,"1,000",,.t&,東証1部,,0,,,0,0,"109,897",3,2017/4/1 12:34,682,559250,354.5645,1.58,469,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42501,12か月,327836,7491,7732,5296,31.88,---,697.91,232309,115944,16332,47505,0.499,0.0223,0.0449,0.0326,,2015年3月期,日本方式,42135,12か月,329267,5574,5823,3447,20.75,---,723.33,241625,120182,16332,46472,0.497,0.0145,0.0297,0.0245,,,173339287,,1,1,2014/10/29,0.30126183,0.872727273,0.878787879,0.891050584,0.076,0.226,0.027,0.51,1369,-4945,-7793,16452,13279,-9797,7799,26978,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/2/1,2017/2/12 18:05
2017/8/8,5631,日本製鋼所,もうすぐストップ高,1,3,200,1841,2051,2198,1966,2194,2975892,2220,2209,2192,-700,"1,039,448",,"261,100",,"174,248",-700,"604,100",3,"5,631",機械,0,"2,142",16,"1,411,500","1,441.0～2,241.0",75,27,機械,100,,.t&,東証1部,225銘柄,-1,,,,2,"133,281",3,2017/4/1 11:12,1786,416170,746.60898,1.39,2289,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,2016/5/16,12か月,223301,14423,14125,-16600,-45.32,---,299.41,293138,110022,19694,49696,0.375,-0.0542,-0.1346,0.0461,,2015年3月期,日本方式,2015/5/11,12か月,194674,7517,9221,-5327,-14.39,---,368.81,319667,136558,19694,39587,0.427,-0.0174,-0.0388,0.0301,,,74292607,,0,,2016/12/2,0.232441472,0,0.163829787,0.119844358,0.228,0.215,0.071,0.293,237,-58,-152,509,325,-186,-68,481,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/3/1,2017/3/5 18:02
2017/8/8,3656,ＫＬａｂ,もうすぐストップ高,2,4,200,1735,1909,2110,1890,2037,13546709,2110,2022,2165,"25,300","1,064,748",,"261,100",,"174,248","25,300","629,400",4,"3,656",サービス業,0,"2,023",17,"6,791,800","1,335.0～2,135.0",72,80,情報・通信,100,,.t&,東証1部,,,,,,295,"28,090",12,2017/4/1 12:02,718,3178355,2351.9827,0,638,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年12月期,日本方式,2017/2/10,12か月,19599,1274,830,-814,-22.26,---,248.5,12133,9110,4572,---,0.751,-0.0657,-0.086,0.067,,2015年12月期,日本方式,2016/2/8,12か月,20913,2198,1919,700,19.26,18.86,269.26,12633,9820,4551,30,0.777,0.0552,0.0743,0.1513,,,37959000,,0.024242424,,,0.614864865,0.342323651,0.451557093,0.156337242,0.145,0.304,0,0.324,-1316,-2507,6363,4512,2260,-1087,-32,1862,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/2/1,2017/2/19 18:00
2017/8/8,7744,ノーリツ鋼機,もうすぐストップ高,1,5,400,998,1098,1110,1068,1104,470591,1110,1094,1096,"-3,500","1,061,248",,"261,100",,"174,248","-3,500","625,900",5,"7,744",精密機器,0,"1,104",11,"428,400","848.0～1,148.0",71,28,精密機器,100,,.t&,東証1部,,,,,,12,"32,499",3,2017/4/1 10:05,857,111960,100.54008,1.11,804,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,IFRS基準,42508,12か月,43243,2036,2221,-2955,-82.97,---,1476.23,102873,52574,7025,32714,0.511,-0.0265,-0.0519,0.0199,,2015年3月期,日本方式,42143,12か月,54488,2475,2139,1029,28.91,25.63,1718.36,119842,61198,7025,45414,0.511,0.0097,0.017,0.0202,,,36190872,,0,,,0.325167038,0.635,0.758677686,0.783382789,0.092,0.156,0.012,0.636,2553,-3421,4263,23576,130,-2077,-485,19420,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/1/1,2017/1/22 18:07
2017/8/8,2429,（株）ワールドインテック,もうすぐストップ高,1,6,200,2729,2950,3090,2950,3085,722102,3115,3070,3095,"1,700","1,062,948",,"261,100",,"174,248","1,700","627,600",6,"2,429",サービス業,0,"3,065",12,"237,700","2,229.0～3,230.0",67,25,サービス業,100,,.t&,東証1部,,,,,0,6,"39,217",12,2017/4/1 12:39,2155,94490,220.1617,2.71,1634,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年12月期,日本方式,2017/2/13,12か月,94334,7407,7306,4192,250.92,248.3,850,73392,14203,701,42245,0.194,0.0646,0.3354,0.1126,,2015年12月期,日本方式,2016/2/3,12か月,87984,5137,5133,3810,228.05,226.45,645.86,56329,10794,701,31248,0.192,0.0744,0.4183,0.1002,,,16831500,,0.440894569,,,0.231330472,0.954639175,0.962360992,0.971014493,0.086,0.09,0.033,0.716,-2012,-141,3213,5974,-1703,-1004,4243,4901,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/2/1,2017/2/12 18:04
2017/8/8,8029,ルック,もうすぐストップ高TEST,1,6,2000,349,370,407,364,382,17499801,429,429,433,"66,454","1,129,402",,"261,100","66,454","240,702",,"627,600",6,"8,029",商社,0,399,14,"44,005,000",269.0～429.0,63,58,繊維製品,"1,000",,.t&,東証1部,,,,,,4,"7,953",12,2017/4/1 9:52,196,339850,70.6888,2.4,145,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年12月期,日本方式,2017/2/10,12か月,42624,826,964,256,6.73,---,509.57,28935,19451,6340,1797,0.672,0.0087,0.013,0.0329,,2015年12月期,日本方式,2016/2/12,12か月,46002,516,660,441,11.56,---,520.71,29669,19877,6340,1550,0.67,0.0145,0.0221,0.0218,,,38237067,,0,,,0.341346154,0.70754717,0.739495798,0.602739726,0.064,0.431,0.124,0.3,-26,-1221,-343,2856,1850,-1074,1317,4071,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/1/1,2017/1/22 18:11
2017/8/9,6159,ミクロン精密,もうすぐストップ高,2,3,100,3585,4075,4200,3945,4195,46628,4200,4145,4100,"-9,800","1,119,602",,"261,100",,"240,702","-9,800","617,800",3,"6,159",機械,0,"4,145",16,"11,500","2,885.0～4,285.0",80,14,機械,100,,.t&,JASDAQスタンダード,,,,,,0,"9,132",8,2017/4/1 10:58,3495,450,1.59975,1.32,3310,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年8月期,日本方式,2016/10/11,12か月,6706,1186,1085,739,350.13,---,4503.8,11376,9428,651,1268,0.829,0.0651,0.0794,0.0956,,2015年8月期,日本方式,2015/10/13,12か月,6891,1674,2114,1388,651.73,---,4339.17,11324,9180,651,421,0.811,0.128,0.1634,0.1949,,,2568700,,0.183673469,,,0.11814346,0.633333333,0.733009709,0.352205627,0.026,0.116,0,0.566,144,-230,-49,689,937,-718,65,740,0.338746662,0.620447399,0.613035939,0.494387698,0.443532093,748,2017/3/1,2017/3/12 18:04
2017/8/9,6022,赤阪鐵工所,もうすぐストップ高TEST,2,5,2000,180,188,227,185,206,296238,227,199,194,"-29,426","1,090,176",,"261,100","-29,426","211,276",,"617,800",5,"6,022",機械,0,214,19,"1,414,000",130.0～230.0,68,26,機械,"1,000",,.t&,東証2部,,,,,,0,"2,479",3,2017/4/1 11:03,156,39900,6.4239,1.24,133,,,,,,,,,,,,,,,,,,,,,,,,,,前期,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,15400000,,0,,,0.136645963,0.863636364,0.872340426,0.450549451,0.08,0.359,0,0.448,1407,-101,-720,2858,535,-76,-843,2272,0.257523753,0.668365253,0.664973116,0.540942723,0.458060338,526,2017/3/1,2017/3/12 18:03
2017/8/10,4911,資生堂,もうすぐストップ高TEST,1,2,100,3885,4283,4477,4267,4453,13301187,4477,4420,4490,"3,855","1,094,030",,"261,100","3,855","215,130",,"617,800",2,"4,911",化学工業,0,"4,461",15,"3,032,000","3,185.0～4,585.0",82,20,化学,100,,.t&,東証1部,225銘柄,2,,,0,1,"1,172,000",12,2017/4/1 11:25,2933.5,1347170,3947.2081,0.68,2677,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年12月期,日本方式,2017/2/9,12か月,850306,36780,37174,32101,80.41,80.3,984.13,946007,392965,64506,117008,0.415,0.0366,0.0818,0.0424,,2015年12月期,日本方式,2016/2/9,9か月,763058,37660,37588,23210,58.17,58.08,981.37,808547,391665,64506,82556,0.484,---,---,---,,,400000000,,0.025179856,1,2016/7/8,0.129010239,0.607476636,0.692047377,0.763674197,0.314,0.13,0.062,0.288,420,-255,-247,802,525,-206,-354,829,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/3/1,2017/3/5 17:59
2017/8/10,7187,ジェイリース(株),もうすぐストップ高TEST,,3,400,1018,1274,1297,1205,1235,173933,1297,1190,1212,"-9,612","1,084,418",,"261,100","-9,612","205,518",,"617,800",3,"7,187",その他金融,0,"1,263",24,"135,900","718.0～1,318.0",82,30,その他金融業,100,,.t&,マザーズ,,,,,,0,"3,991",3,2017/4/1 8:26,1782,0,0,0,2029,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,‐年0月0日,12か月,3209,207,203,87,102.9,---,333.6,3953,283,425,2123,0.072,0.0282,0.375,0.0658,,2015年3月期,日本方式,‐年0月0日,12か月,2487,71,69,2,4.71,---,213.55,2215,181,425,798,0.082,0.0011,---,0.0382,,,2123000,,0,,,0.216489362,0.527704485,0.516765286,0.516765286,0,0.025,0,0.848,-1009,-34,1288,655,-518,-93,636,410,0.426374043,0.539747054,0.487604163,0.421695901,0.049035732,237,,
2017/8/10,5706,三井金属鉱業,もうすぐストップ高,1,5,1000,494,522,567,519,562,7780569,567,550,557,"-5,300","1,079,118",,"261,100",,"205,518","-5,300","612,500",5,"5,706",非鉄金属及び金属製品,0,548,11,"14,480,000",414.0～574.0,68,28,非鉄金属,"1,000",,.t&,東証1部,225銘柄,1,,,,2,"217,154",3,2017/4/1 11:11,366,12038200,4562.4778,1.58,236,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42501,12か月,450553,11137,-11284,-20926,-36.64,---,296.85,484800,169537,42129,191733,0.35,-0.0409,-0.1142,-0.0221,,2015年3月期,日本方式,42132,12か月,473274,31835,21096,17237,30.18,---,344.91,538646,196986,42129,210390,0.366,0.0331,0.0963,0.0405,,,572966166,,0.188679245,0,2017/3/3,0.382585752,0.827906977,0.854330709,0.860902256,0.232,0.268,0.079,0.366,380,-472,48,152,309,-310,-69,176,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/3/1,2017/3/5 18:02
2017/8/10,4116,大日精化工業,もうすぐストップ高TEST,1,6,1000,937,972,1036,972,1025,201464,1036,1025,1020,"-2,739","1,076,379",,"261,100","-2,739","202,779",,"612,500",6,"4,116",化学工業,0,"1,034",10,"200,000","787.0～1,087.0",65,21,化学,"1,000",,.t&,東証1部,,,,,0,4,"70,078",3,2017/4/1 11:48,738,175000,131.775,1.99,559,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,2016/5/12,12か月,160770,9954,10379,3946,42.51,---,791.43,173744,73467,10039,46047,0.423,0.0225,0.0532,0.0591,,2015年3月期,日本方式,2015/5/12,12か月,162999,9265,10017,5662,60.99,---,807.57,177458,74971,10039,50451,0.422,0.0331,0.0809,0.0585,,,93065554,,0.415584416,,,0.241699867,0.893939394,0.909793814,0.909793814,0.086,0.19,0.02,0.296,9507,-5519,-245,27506,7761,-2968,-2765,23301,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/2/1,2017/2/19 18:03
2017/8/10,6074,（株）ジェイエスエス,もうすぐストップ高,2,7,500,873,948,985,936,969,14472,985,925,905,"-32,300","1,044,079",,"261,100",,"202,779","-32,300","580,200",7,"6,074",サービス業,0,965,11,"15,100","723.0～1,023.0",61,40,サービス業,100,,.t&,JASDAQスタンダード,,,,,,0,"3,020",3,2017/4/1 11:02,707,7945,5.95875,1.33,989,,,,,,,,,,,,,,,,,,,,,,,,,,前期,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,4026056,,0,,,0.470666667,0.726010101,0.749422633,0.799445471,0.001,0.23,0,0.546,370,-428,-11,249,439,-163,-223,319,0.338746662,0.620447399,0.613035939,0.494387698,0.443532093,748,2017/3/1,2017/3/12 18:03
2017/8/10,6728,アルバック,もうすぐストップ高,1,8,100,5570,5940,6350,5860,6260,8485639,6350,6060,5990,"-27,300","1,016,779",,"261,100",,"202,779","-27,300","552,900",8,"6,728",電気機器,0,"6,180",11,"1,375,000","4,570.0～6,570.0",61,35,電気機器,100,,.t&,東証1部,,1,,,,7,"256,157",6,2017/4/1 10:38,5070,464900,2412.831,0.58,3040,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年6月期,日本方式,2016/8/10,12か月,192437,17864,18373,16698,338.37,---,1477.29,219561,72899,20873,62690,0.332,0.0723,0.2193,0.0796,,2015年6月期,日本方式,2015/8/12,12か月,179174,11132,12475,8874,172.73,148.48,1398.66,242348,79369,20873,82649,0.328,0.0375,0.1209,0.0527,,,49355938,,0.244444444,0,2017/2/14,0.454720617,0.855072464,0.868626838,0.895574341,0.366,0.16, ‥%,0.43,223,-45,-36,442,-84,-113,126,281,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/3/1,2017/4/2 18:01
2017/8/10,4849,エン・ジャパン,もうすぐストップ高,2,9,200,3175,3500,3640,3410,3615,1743628,3780,3705,3685,"13,700","1,030,479",,"261,100",,"202,779","13,700","566,600",9,"4,849",サービス業,0,"3,595",13,"487,700","2,475.0～3,875.0",60,28,サービス業,100,,.t&,JASDAQスタンダード,,,,,,1,"123,296",3,2017/4/1 11:25,2531,311655,772.9044,0.94,2131,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,2016/5/12,12か月,26135,5118,5047,2756,60.79,60.7,460.56,28558,20956,1194,---,0.734,0.1025,0.1357,0.1876,,2015年3月期,日本方式,2015/5/12,12か月,19623,3943,4259,2531,112.68,---,874.34,25241,19674,1194,18,0.779,0.1055,0.1378,0.1776,,,49716000,,0.894871795,,,0.351612903,0.893348624,0.911344137,0.94866133,0.161,0.084,0.064,0.664,2772,329,-427,10349,2822,-771,-269,7665,0.338746662,0.620447399,0.613035939,0.494387698,0.443532093,748,2017/3/1,2017/3/5 17:58
